,Iterations,Cost
1046,1046,15.57126032
1047,1047,15.59452461
1048,1048,15.59593049
1049,1049,15.57891003
1050,1050,15.62073873
1051,1051,15.63355053
1052,1052,15.55968748
1053,1053,15.56346547
1054,1054,15.5629723
1055,1055,15.56188544
1056,1056,15.52616285
1057,1057,15.51691756
1058,1058,15.55767988
1059,1059,15.55498372
1060,1060,15.56322986
1061,1061,15.50835276
1062,1062,15.50435988
1063,1063,15.50057338
1064,1064,15.49881937
1065,1065,15.50945901
1066,1066,15.49959393
1067,1067,15.50473699
1068,1068,15.51077029
1069,1069,15.49356321
1070,1070,15.51822276
1071,1071,15.54393619
1072,1072,15.52560654
1073,1073,15.51534152
1074,1074,15.51081752
1075,1075,15.51448701
1076,1076,15.51741152
1077,1077,15.51404628
1078,1078,15.5715118
1079,1079,15.70197793
1080,1080,15.64610099
1081,1081,15.64660369
1082,1082,15.65153275
1083,1083,15.69846415
1084,1084,15.70311981
1085,1085,15.72703607
1086,1086,15.61715881
1087,1087,15.59101033
1088,1088,15.60506561
1089,1089,15.5844318
1090,1090,15.58670054
1091,1091,15.58786708
1092,1092,15.56952038
1093,1093,15.57629417
1094,1094,15.57422609
1095,1095,15.56683894
1096,1096,15.56892045
1097,1097,15.53107638
1098,1098,15.61659711
1099,1099,15.59212689
1100,1100,15.58282361
1101,1101,15.60326872
1102,1102,15.69091871
1103,1103,15.74481394
1104,1104,15.71894946
1105,1105,15.77554151
1106,1106,15.81707358
1107,1107,15.86453948
1108,1108,15.8820135
1109,1109,15.85759754
1110,1110,15.87739035
1111,1111,15.99855395
1112,1112,15.92911921
1113,1113,15.96548539
1114,1114,15.95635369
1115,1115,15.9489541
1116,1116,15.95900994
1117,1117,16.00043574
1118,1118,15.99905536
1119,1119,15.99974031
1120,1120,16.00049335
1121,1121,16.01689883
1122,1122,16.01783205
1123,1123,16.00660614
1124,1124,16.0187903
1125,1125,16.01970577
1126,1126,16.19611508
1127,1127,15.94778546
1128,1128,15.93292682
1129,1129,15.93940833
1130,1130,15.86580135
1131,1131,15.8138637
1132,1132,15.86053977
1133,1133,15.81481418
1134,1134,15.73114894
1135,1135,15.76661811
1136,1136,15.77210857
1137,1137,15.70936443
1138,1138,15.73130334
1139,1139,15.66848512
1140,1140,15.66995188
1141,1141,15.68347398
1142,1142,15.66844469
1143,1143,15.6560173
1144,1144,15.66213501
1145,1145,15.75045225
1146,1146,15.80531353
1147,1147,15.83448378
1148,1148,15.97753833
1149,1149,16.00164371
1150,1150,16.04638817
1151,1151,15.81905216
1152,1152,15.82093885
1153,1153,15.84182153
1154,1154,15.79176552
1155,1155,15.67534894
1156,1156,15.72710425
1157,1157,15.63731657
1158,1158,15.71758774
1159,1159,15.73678607
1160,1160,15.77003331
1161,1161,15.6884504
1162,1162,15.67635418
1163,1163,15.6762042
1164,1164,15.70337098
1165,1165,15.65221625
1166,1166,15.65510649
1167,1167,15.63222695
1168,1168,15.61731022
1169,1169,15.67405658
1170,1170,15.66175442
1171,1171,15.73720128
1172,1172,15.7621679
1173,1173,15.74803882
1174,1174,15.70965544
1175,1175,15.68399796
1176,1176,15.70623152
1177,1177,15.6784286
1178,1178,15.77824057
1179,1179,15.77882669
1180,1180,15.73269568
1181,1181,15.7783427
1182,1182,15.73580945
1183,1183,15.71981049
1184,1184,15.71425513
1185,1185,15.72474644
1186,1186,15.72866259
1187,1187,15.66767639
1188,1188,15.72593106
1189,1189,15.70799101
1190,1190,15.692216
1191,1191,15.69043191
1192,1192,15.65903955
1193,1193,15.67638236
1194,1194,15.67411986
1195,1195,15.68979251
1196,1196,15.70544798
1197,1197,15.6964877
1198,1198,15.69611763
1199,1199,15.68002371
1200,1200,15.66205773
1201,1201,15.65708203
1202,1202,15.65528394
1203,1203,15.66069775
1204,1204,15.66148679
1205,1205,15.65935806
1206,1206,15.62145167
1207,1207,15.58688462
1208,1208,15.58104468
1209,1209,15.59205465
1210,1210,15.59616835
1211,1211,15.54650472
1212,1212,15.5085782
1213,1213,15.51560412
1214,1214,15.51337744
1215,1215,15.58806508
1216,1216,15.62199443
1217,1217,15.66890577
1218,1218,15.67027131
1219,1219,15.66389867
1220,1220,15.65861268
1221,1221,15.69644486
1222,1222,15.60884693
1223,1223,15.55410116
1224,1224,15.58630309
1225,1225,15.58029887
1226,1226,15.56983203
1227,1227,15.70802589
1228,1228,15.65048481
1229,1229,15.70696323
1230,1230,15.68041875
1231,1231,15.64526093
1232,1232,15.76863929
1233,1233,15.91728914
1234,1234,15.92195468
1235,1235,15.75908374
1236,1236,15.72390817
1237,1237,15.7462183
1238,1238,15.81288269
1239,1239,15.81532348
1240,1240,15.77832158
1241,1241,15.66793224
1242,1242,15.66971587
1243,1243,15.79759854
1244,1244,15.69859041
1245,1245,15.70003804
1246,1246,15.71305264
1247,1247,15.79059121
1248,1248,15.68620521
1249,1249,15.69976361
1250,1250,15.71423749
1251,1251,15.72886062
1252,1252,15.7301729
1253,1253,15.77580459
1254,1254,15.72909776
1255,1255,15.68419074
1256,1256,15.77932454
1257,1257,15.75749221
1258,1258,15.7145762
1259,1259,15.75094051
1260,1260,15.75643648
1261,1261,15.74567926
1262,1262,15.72468002
1263,1263,15.69338277
1264,1264,15.678761
1265,1265,15.55943049
1266,1266,15.57138367
1267,1267,15.5729328
1268,1268,15.63015278
1269,1269,15.62841931
1270,1270,15.61860054
1271,1271,15.63787804
1272,1272,15.6322124
1273,1273,15.66534927
1274,1274,15.53358501
1275,1275,15.57699196
1276,1276,15.59450763
1277,1277,15.62491422
1278,1278,15.59081794
1279,1279,15.58807017
1280,1280,15.63521371
1281,1281,15.6354741
1282,1282,15.63619521
1283,1283,15.64712947
1284,1284,15.58836033
1285,1285,15.67832349
1286,1286,15.69019913
1287,1287,15.71333829
1288,1288,15.72345686
1289,1289,15.70558921
1290,1290,15.69142113
1291,1291,15.63850733
1292,1292,15.73463483
1293,1293,15.72792827
1294,1294,15.71893239
1295,1295,15.65534522
1296,1296,15.63904164
1297,1297,15.53981926
1298,1298,15.57286623
1299,1299,15.57073696
1300,1300,15.55915987
1301,1301,15.57924481
1302,1302,15.49495074
1303,1303,15.48286897
1304,1304,15.49449361
1305,1305,15.49318674
1306,1306,15.53078565
1307,1307,15.54137638
1308,1308,15.52220366
1309,1309,15.47101684
1310,1310,15.47942897
1311,1311,15.46788493
1312,1312,15.45834245
1313,1313,15.46696776
1314,1314,15.44215473
1315,1315,15.4510097
1316,1316,15.46885197
1317,1317,15.47600657
1318,1318,15.44845359
1319,1319,15.43853747
1320,1320,15.45469601
1321,1321,15.45112375
1322,1322,15.46203484
1323,1323,15.4637919
1324,1324,15.4596163
1325,1325,15.46219156
1326,1326,15.45898227
1327,1327,15.48627864
1328,1328,15.49813035
1329,1329,15.43495076
